coingecko-id:,cardano,apecoin,arbitrum,astroport-fi,cosmos,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,polkadot,ethereum,wrapped-steth,gmx,hedera-hashgraph,hbarx,indigo-dao-governance-token,kujira,lido-dao,chainlink,litecoin,terra-luna-2,mantadao,near,harmony,optimism,osmosis,pax-gold,benqi,lion-dao,snek,havven,solana,undead-blocks,tether,usd-coin
2025-09-19,0.905679,0.598344,0.504729,0.0045786,4.59,0.085479,33.98,41.51,991.13,116405,0.27182,4.51,4541.24,5504.17,15.31,0.24112,0.3331875665,1.35,0.228513,1.28,23.88,116.29,0.158652,0.139657,3.15,0.01058401,0.81283,0.161454,3661.35,0.00789927,0.000000669576,0.00420787,0.695444,242.43,0.00293991,1,0.999636
2025-09-20,0.901713,0.599534,0.497835,0.00449219,4.49,0.082413,33.8,41.33,1018.87,116074,0.268269,4.42,4498.38,5459.17,15.97,0.245136,0.3219228543,1.33,0.219508,1.29,23.49,114.75,0.156649,0.139657,3.22,0.01053298,0.818853,0.161434,3688.15,0.00975943,0.000000660517,0.00417677,0.688726,240.6,0.00291072,1,0.99971
2025-09-21,0.886572,0.59879,0.489117,0.00439247,4.45,0.081064,32.97,40.29,1046.51,115755,0.266733,4.32,4470.27,5421.86,16.1,0.237417,0.3278390825,1.32,0.209325,1.27,23.18,114.8,0.155287,0.139657,3.12,0.0103879,0.79883,0.158376,3689.05,0.01081184,0.000000656956,0.00410642,0.682287,239.72,0.00284473,1,0.999706
2025-09-22,0.82136,0.533918,0.437282,0.00401105,4.16,0.076734,31.28,38.33,1020.23,112699,0.239117,3.98,4177.72,5065.99,14.37,0.217498,0.3199651317,1.22,0.205802,1.12,21.25,105.52,0.139088,0.139657,2.87,0.009244,0.704775,0.145983,3736.02,0.00864588,0.000000584421,0.00384217,0.61337,221.05,0.00272946,1.001,0.999609
2025-09-23,0.820038,0.54107,0.435524,0.00410796,4.18,0.076698,35.27,42.85,1014.92,112737,0.238803,4.02,4185.25,5071.59,15.67,0.222164,0.2974641371,1.25,0.204537,1.12,21.87,106.36,0.140198,0.139657,3.04,0.0093893,0.701596,0.144134,3780.35,0.00985919,0.000000596786,0.00379799,0.70564,218.21,0.00272178,1.001,0.999705
2025-09-24,0.821578,0.545408,0.442695,0.00392287,4.22,0.076921,34.37,42.04,1019.74,113072,0.242796,4.07,4194.28,5094.77,17.15,0.224655,0.2972250995,1.24,0.20515,1.13,21.84,107.3,0.142331,0.139657,3.04,0.00952941,0.707238,0.143257,3771.76,0.00902203,0.000000603155,0.00377268,0.727941,212.17,0.00268366,1,0.999705
2025-09-25,0.790582,0.525063,0.423394,0.00378432,4.11,0.076483,30.53,37.39,993.44,111645,0.231839,3.95,4003.18,4860.17,16.9,0.214558,0.3001795008,1.16,0.175956,1.094,21.01,104.75,0.137741,0.139657,2.9,0.00915712,0.67345,0.138747,3751.86,0.00832959,0.000000589189,0.00365468,0.83064,200.92,0.00269206,1,0.999708
2025-09-26,0.773559,0.511431,0.411104,0.00346971,4.03,0.07397,27.69,33.85,948.2,109513,0.22682,3.86,3941.42,4787.25,16.2,0.209589,0.2810036916,1.12,0.165551,1.07,20.43,102.85,0.133743,0.139657,2.7,0.00902883,0.650191,0.13716,3762.42,0.00784808,0.000000577202,0.00358064,0.945814,197.11,0.00269364,1.001,0.999659
2025-09-27,0.785987,0.522414,0.422768,0.00360027,4.09,0.074697,28.37,34.71,973.56,109383,0.230486,3.89,4021.2,4885.85,17.49,0.213517,0.290155744,1.12,0.176102,1.093,20.97,104.45,0.139544,0.139657,2.72,0.00919801,0.671889,0.137609,3784.66,0.00812652,0.000000600875,0.00367957,1.17,202.51,0.00271672,1.001,0.999628
2025-09-28,0.788497,0.519602,0.421653,0.00340564,4.1,0.074736,28.93,35.42,978.78,110174,0.231067,3.89,4040.39,4907.56,16.18,0.213194,0.2880575709,1.15,0.184374,1.092,21.13,105.05,0.139201,0.139657,2.72,0.00913553,0.670056,0.135676,3773.22,0.00773665,0.000000603814,0.00376626,1.087,205.52,0.00268247,1,0.999618
2025-09-29,0.810379,0.51839,0.423454,0.00345603,4.12,0.074649,30.23,37.02,1016.65,113973,0.236209,3.98,4184.88,5086.13,16.42,0.219063,0.2906833707,1.18,0.188511,1.13,21.61,106.48,0.140065,0.139657,2.81,0.00925336,0.680931,0.138481,3836.76,0.00793445,0.000000604806,0.00388162,1.11,212.39,0.00273539,1.001,0.999708
2025-09-30,0.790199,0.528953,0.410447,0.00354245,4.06,0.074561,29.41,36.02,1013.21,113056,0.230141,3.9,4162.11,5059.69,15.79,0.213725,0.2942239538,1.14,0.178598,1.14,21.4,105.39,0.13726,0.139657,2.65,0.00907824,0.665097,0.13522,3827.56,0.0076094,0.000000596543,0.00374394,1.12,207.05,0.0027196,1,0.999703
2025-10-01,0.833745,0.548129,0.433412,0.00370198,4.2,0.074949,30.67,37.58,1020.68,116780,0.242588,4.07,4300.11,5222.21,15.6,0.220356,0.2905713482,1.21,0.175599,1.15,22.24,110.22,0.141052,0.139657,2.8,0.00952817,0.688122,0.141765,3896.12,0.00789606,0.000000616268,0.00390097,1.098,217.56,0.00269133,1,0.999707
2025-10-02,0.853231,0.555137,0.442418,0.00349019,4.27,0.077763,30.66,37.59,1060.19,119321,0.256304,4.27,4393.88,5336.66,15.84,0.227016,0.3011766781,1.23,0.202308,1.21,22.47,120.01,0.144523,0.139657,2.89,0.01011453,0.717572,0.158877,3887.6,0.00823952,0.000000637677,0.00410965,1.26,226.65,0.00273279,1,0.99972
2025-10-03,0.856297,0.556009,0.442196,0.00348785,4.24,0.076907,30.26,37.1,1107.48,120343,0.25588,4.23,4487.51,5455.64,15.26,0.222733,0.3068994025,1.25,0.192167,1.24,22.34,118.01,0.14271,0.139657,2.93,0.01000898,0.730475,0.170381,3874.32,0.00809053,0.000000638069,0.00421914,1.2,230.42,0.00275023,1.001,0.999704
2025-10-04,0.846135,0.567724,0.436469,0.00359385,4.14,0.076735,30.33,37.16,1146.04,122395,0.251452,4.22,4502.02,5464.98,15.52,0.219853,0.2462686674,1.19,0.185517,1.21,22.09,118.56,0.142772,0.139657,2.95,0.01003464,0.728319,0.1737,3894.8,0.00811619,0.000000637091,0.00412733,1.17,228.83,0.00274701,1,0.999706
2025-10-05,0.858816,0.570493,0.444764,0.00350006,4.25,0.077009,30.15,36.94,1165.51,123261,0.257441,4.25,4547.28,5525.26,15.15,0.221303,0.2958341193,1.2,0.185736,1.19,22.55,120.32,0.142888,0.139657,3.04,0.01033689,0.738159,0.1745,3898.85,0.00817143,0.000000638744,0.00419125,1.16,231.77,0.00271842,1,0.999775
2025-10-06,0.855245,0.567247,0.445327,0.00352726,4.18,0.075897,30.63,37.53,1237.33,124480,0.260818,4.25,4588.94,5573.25,14.56,0.224238,0.2928531827,1.21,0.197082,1.22,22.3,120.18,0.141062,0.139657,3,0.01026342,0.745856,0.167919,3940.71,0.00821387,0.000000617479,0.00414838,1.15,234.21,0.00273801,1,0.9998
2025-10-07,0.858466,0.570731,0.451073,0.00376354,4.22,0.076113,29.98,36.75,1319.72,124544,0.26174,4.33,4713.12,5723.44,15.03,0.225575,0.310123875,1.2,0.173959,1.24,22.82,118.26,0.141335,0.139657,3.03,0.01019815,0.742519,0.15853,3983.42,0.00823487,0.000000638037,0.00420672,1.2,230.36,0.00276571,1.001,0.999706
2025-10-08,0.822133,0.555702,0.423507,0.00348145,4.08,0.073857,28.46,34.94,1304.44,122701,0.252644,4.15,4480.1,5445.46,14.44,0.218019,0.2956556169,1.14,0.176,1.19,22.11,116.76,0.135015,0.139657,2.95,0.00950543,0.713213,0.153683,4054.37,0.00785054,0.000000612256,0.0039731,1.11,222.18,0.00272311,1,0.999724
2025-10-09,0.815532,0.559909,0.420227,0.00365294,4.05,0.076918,28.5,34.93,1285.76,123063,0.248665,4.06,4386.83,5334.91,13.9,0.213909,0.2849528195,1.13,0.178892,1.16,21.82,117.64,0.134215,0.139657,2.89,0.00914485,0.702978,0.152116,4054.43,0.00766612,0.000000609365,0.00390718,1.1,224.39,0.00271408,1,0.999803
2025-10-10,0.820778,0.582349,0.430045,0.00369499,4.15,0.077452,28.35,34.77,1257.11,121999,0.252394,4.26,4370.53,5318.38,14.18,0.216366,0.2897713233,1.14,0.1722,1.2,22.72,134.88,0.135983,0.139657,3.18,0.00942032,0.729841,0.15898,4001.14,0.00775857,0.000000621045,0.00396176,1.42,223.76,0.00271322,1,0.999746
2025-10-11,0.664849,0.377585,0.317941,0.00332084,3.19,0.061037,22.67,27.81,1128.4,112303,0.193764,3.22,3834.69,4666.32,10.61,0.174936,0.2282329991,0.935864,0.145964,0.864513,18.02,98.04,0.092407,0.139657,2.48,0.00635948,0.49152,0.116413,4000.02,0.00568153,0.000000395551,0.00327882,1.061,183.62,0.00265295,1.001,0.999756
2025-10-12,0.644006,0.384644,0.306728,0.00339119,3.26,0.060772,21.1,25.87,1230.41,111896,0.188779,3.02,3821.12,4644.78,10.6,0.170457,0.2379339611,0.911248,0.140995,0.823036,17.41,95.6,0.09256,0.139657,2.29,0.00630801,0.457292,0.117424,4011.83,0.00561203,0.000000389247,0.00312244,0.981794,180.96,0.00262333,1.001,0.999805
2025-10-13,0.710145,0.430187,0.342631,0.0034553,3.52,0.064449,22.41,27.47,1286.72,114561,0.206378,3.26,4105.17,4984.48,11.51,0.187257,0.2477642575,1.046,0.139638,0.917608,19.31,96.89,0.10096,0.139657,2.49,0.00736247,0.48345,0.129829,4088.77,0.0061212,0.000000418948,0.00351846,2.2,192.22,0.00268189,1.001,0.9999
2025-10-14,0.676092,0.405665,0.330073,0.00341271,3.37,0.061497,22.22,27.24,1180.94,111080,0.19833,3.14,3957.56,4814.68,10.92,0.179474,0.2609692466,0.971032,0.134884,0.920063,18.44,93.05,0.098977,0.139657,2.39,0.00718334,0.459499,0.128518,4135.1,0.00597978,0.000000408616,0.00322404,1.93,195.15,0.00268104,1.001,0.999902
2025-10-15,0.688267,0.414273,0.334114,0.0033897,3.37,0.062748,22.33,27.37,1179.04,111593,0.201174,3.19,4086.34,4966.8,11.22,0.184759,0.2574842558,0.962212,0.145164,0.969202,18.59,97.13,0.100863,0.139657,2.39,0.00718915,0.471453,0.129863,4212.84,0.00600413,0.000000418155,0.00331881,1.91,202.83,0.00278661,1.001,0.999813
2025-10-16,0.680983,0.414991,0.333852,0.00158827,3.4,0.062201,22.22,27.25,1179.91,111680,0.200625,3.19,4057.89,4930.98,10.95,0.183894,0.2323616042,0.938169,0.133557,0.929886,18.5,96.53,0.102191,0.139657,2.37,0.00725842,0.462892,0.129358,4258.88,0.00604118,0.000000423849,0.00327122,1.65,196.97,0.00278821,1.001,0.999899
2025-10-17,0.620178,0.389328,0.303077,0.00327235,3.17,0.058412,19.87,24.35,1074.17,105968,0.183368,2.91,3789.06,4599.65,9.88,0.16351,0.2308514074,0.865378,0.13022,0.876022,16.58,87.97,0.094873,0.139657,2.17,0.0066943,0.418375,0.118911,4322.3,0.00549097,0.000000364003,0.00287797,1.48,181.89,0.00273287,1,0.999899
2025-10-18,0.632009,0.386583,0.307684,0.00314595,3.19,0.057909,20.03,24.59,1095.02,106995,0.187349,2.93,3872.46,4705.84,10.27,0.165013,0.2236456204,0.891507,0.13762,0.872452,16.79,90.71,0.098261,0.139657,2.14,0.00663818,0.424249,0.120938,4246.58,0.00549141,0.000000364466,0.00300009,1.38,185.4,0.00266025,1.001,0.999801
2025-10-19,0.656082,0.401594,0.319917,0.00335768,3.27,0.059942,20.77,25.51,1119.11,108406,0.197605,3.04,3990.62,4859.46,10.54,0.170846,0.2170368993,0.938285,0.135114,0.92065,17.48,94.4,0.100522,0.139657,2.28,0.00688875,0.441402,0.124536,4240.87,0.00566729,0.000000374975,0.00304375,1.43,191.26,0.00268127,1,0.999806
2025-10-20,0.66548,0.41259,0.324586,0.00330414,3.29,0.059779,20.6,25.31,1110,110660,0.200284,3.09,4029.59,4904.33,10.62,0.178011,0.2284357143,0.940269,0.141006,0.929475,18.99,94.79,0.100384,0.139657,2.3,0.00678435,0.450031,0.125226,4322.71,0.00568526,0.000000376994,0.00308089,1.69,191.94,0.00268587,1,0.999714
2025-10-21,0.645018,0.392086,0.311919,0.00329994,3.21,0.059128,19.97,24.52,1076.68,108555,0.194474,3,3889.37,4730.28,10.33,0.172082,0.2254629456,0.89643,0.133023,0.892061,18.05,92.91,0.098449,0.139657,2.2,0.006529,0.435325,0.121057,4258.58,0.0054663,0.000000365198,0.00276773,1.48,186.25,0.00263403,1.001,0.999906
2025-10-22,0.636618,0.391372,0.307953,0.00331857,3.17,0.058949,19.6,24.04,1068.43,107906,0.191367,2.98,3845.87,4662.2,10.16,0.169252,0.2288689478,0.893288,0.119922,0.89348,17.45,92.45,0.098619,0.139657,2.2,0.00647012,0.43209,0.117331,4049.64,0.00535109,0.000000353638,0.00269099,1.4,185.46,0.00248812,1.001,0.999798
2025-10-23,0.6469,0.4355,0.3141,0.0031,3.1800,0.0576,19.6450,24.1550,1101.3200,109773.5000,0.1951,3.0350,3920.8600,4761.9900,10.4150,0.1704,0.2206104575,0.8973,0.1182,0.9138,17.6850,94.5800,0.0997,0.1397,2.2400,0.0065,0.4399,0.1177,4063.6800,0.0054,0.0000,0.0027,1.3350,189.9600,0.0025,1.0005,0.9998
2025-10-24,0.657246,0.479656,0.320315,0.00279112,3.19,0.056257,19.69,24.27,1134.21,111641,0.198901,3.09,3995.85,4861.78,10.67,0.171633,0.2198455591,0.901364,0.116382,0.934136,17.92,96.71,0.10076,0.139657,2.28,0.00662983,0.447739,0.118142,4077.72,0.00542938,0.000000363479,0.00264867,1.27,194.46,0.00250964,1,0.9999
2025-10-25,0.655311,0.448408,0.320386,0.00261635,3.16,0.054041,19.48,23.92,1114.52,111713,0.198065,3.06,3950.44,4807.99,10.37,0.170586,0.2308332884,0.912213,0.117435,0.916268,18.02,96.26,0.100366,0.139657,2.26,0.00664268,0.445074,0.115456,4110.68,0.00540315,0.000000363202,0.00259405,1.25,193.55,0.00263666,1,0.999902
2025-10-26,0.673875,0.446388,0.328497,0.00260299,3.22,0.055608,20.38,25.04,1136.38,113391,0.201897,3.14,4053.03,4922.98,10.44,0.178346,0.2360649805,0.908304,0.11716,0.962228,18.32,98.71,0.101916,0.139657,2.36,0.00684634,0.459411,0.118807,4102.34,0.00557148,0.000000370727,0.00271667,1.25,197.83,0.00264728,1,0.999879
2025-10-27,0.669489,0.434987,0.3312,0.00261616,3.2,0.054469,20.36,25,1141.87,114920,0.202166,3.14,4148.44,5048.94,10.46,0.177254,0.2442097077,0.869448,0.114198,0.939394,18.29,98.8,0.09927,0.139657,2.34,0.00649911,0.45556,0.123221,3994.86,0.00544848,0.000000364131,0.00272073,1.15,199.48,0.00261125,1,0.999899
2025-10-28,0.662293,0.43994,0.327732,0.00263099,3.17,0.053354,20.23,24.91,1134.94,114227,0.199808,3.14,4109.98,5004.95,10.4,0.208311,0.2481188435,0.885774,0.109605,0.936737,18.38,101.92,0.0998,0.139657,2.33,0.00645313,0.453132,0.121534,3934.6,0.00543724,0.000000366251,0.0027046,1.18,198.89,0.00258912,1,0.999901
2025-10-29,0.64301,0.424832,0.32474,0.00230061,3.11,0.050596,19.59,24.12,1106.16,112127,0.19289,3.09,3978.65,4843.49,10.19,0.199871,0.2628229165,0.871925,0.105451,0.930587,18.17,98.62,0.097413,0.139657,2.29,0.00611474,0.444907,0.120266,4010.88,0.0052612,0.000000359769,0.0026508,1.14,199.21,0.00257301,1,0.999895
2025-10-30,0.618588,0.404527,0.301621,0.00241629,3,0.089065,18.76,23.12,1100.07,108332,0.184124,2.92,3821.03,4656.12,9.76,0.199138,0.2730284418,0.8087,0.109078,0.864252,17.38,95.19,0.09308,0.139657,2.16,0.00573637,0.415353,0.114773,3974.72,0.00502654,0.000000344071,0.00237817,1.036,187.6,0.00267483,1,0.999806
2025-10-31,0.61455,0.400693,0.297046,0.00231172,3.01,0.089676,18.34,22.56,1082.54,109984,0.185989,2.89,3850.49,4694.88,9.78,0.198241,0.2666583909,0.784581,0.106388,0.861379,17.28,95.42,0.093983,0.139657,2.13,0.00582628,0.400177,0.113003,4013.76,0.00496559,0.000000344238,0.00234905,0.991222,187.94,0.0026633,0.999746,0.999796
2025-11-01,0.612658,0.405569,0.304222,0.00234151,3,0.086902,18.65,22.95,1088.96,110015,0.186945,2.94,3875.83,4720.82,9.85,0.19856,0.26485,0.721573,0.108424,0.882357,17.35,98.61,0.093722,0.139657,2.17,0.00586619,0.410053,0.114033,4004.3,0.00501433,0.000000344052,0.0023632,1.004,186.32,0.00269102,0.999589,0.999802
2025-11-02,0.60726,0.406536,0.30761,0.00226379,3.03,0.081734,18.6,22.92,1082.29,110308,0.185319,2.97,3857.83,4705.16,9.83,0.195783,0.2659,0.712857,0.109963,0.878165,17.38,99.38,0.094148,0.139657,2.16,0.00588866,0.423435,0.11403,4004.43,0.00496259,0.000000346762,0.00235276,1.059,184.59,0.00257764,0.999911,0.9998
2025-11-03,0.575899,0.386353,0.282714,0.00214696,2.78,0.09641,17.52,21.56,1017.04,107858,0.174773,2.77,3715.49,4524.36,9.17,0.182221,0.245559,0.633903,0.116467,0.805107,16.09,92.06,0.087073,0.139657,2.02,0.00533725,0.38338,0.107193,4013.6,0.00453493,0.000000288794,0.00211805,0.935738,175.95,0.00261396,1,0.99981
2025-11-04,0.537648,0.361486,0.260209,0.00093767,2.57,0.083741,16.22,19.99,940.46,102710,0.162119,2.58,3465.15,4230.59,8.67,0.171843,0.235348,0.530023,0.099942,0.737114,14.98,87.07,0.081134,0.139657,1.89,0.00495605,0.354076,0.097481,3960.59,0.00432816,0.000000279959,0.00182733,0.869047,160.36,0.00243929,0.999682,0.999803
2025-11-05,0.537752,0.362974,0.262496,0.00210885,2.61,0.082924,16.7,20.53,952.74,102636,0.164078,2.6,3340.95,4061.14,8.91,0.171245,0.231495,0.532561,0.095602,0.742818,14.91,86.71,0.080502,0.139657,1.88,0.00489448,0.356985,0.094319,3960.8,0.00427272,0.000000267696,0.00182787,0.85313,158.07,0.00247837,1,0.999811
2025-11-06,0.532102,0.361367,0.261547,0.00217767,2.59,0.075649,16.22,19.97,947.24,103008,0.16215,2.59,3374.92,4096.95,8.87,0.168438,0.227651,0.555494,0.093889,0.747685,14.89,87.2,0.080757,0.139657,1.92,0.00488974,0.360578,0.095553,4007.08,0.00425063,0.000000268749,0.00199818,0.824493,158.48,0.00242753,0.999764,0.999802
2025-11-07,0.577936,0.410705,0.301661,0.0022702,3.09,0.074389,17.81,21.93,979.99,103156,0.180269,3.26,3437.36,4183.72,9.75,0.177474,0.241009,0.580181,0.116047,0.830506,16.05,101.1,0.092428,0.139657,2.8,0.00604037,0.42777,0.107768,3999.2,0.0047331,0.000000302031,0.00217105,0.884693,163.78,0.00234621,0.999507,0.999758
2025-11-08,0.558515,0.392967,0.290584,0.00391437,2.92,0.069086,17.11,21.05,987.05,101735,0.17439,3.15,3368.02,4104.6,9.48,0.173418,0.236986,0.550752,0.117646,0.7946,15.24,99.13,0.088662,0.139657,2.76,0.00572211,0.415261,0.107406,3988.2,0.00466739,0.000000288746,0.00198565,0.833168,156.68,0.00224863,0.999824,0.999802
2025-11-09,0.575293,0.40308,0.299362,0.00224988,2.97,0.070379,17.75,21.83,996.63,103530,0.178363,3.2,3519.61,4288.74,9.79,0.174103,0.235054,0.578197,0.115123,0.833002,15.85,105.47,0.09023,0.139657,2.97,0.00579463,0.427761,0.107003,3992.79,0.00468114,0.000000295213,0.0020531,0.856035,162.15,0.00227362,0.999987,0.999791
2025-11-10,0.596098,0.396103,0.300138,0.00224675,3.07,0.077964,18.21,22.44,999.51,106088,0.182354,3.26,3597.04,4385.2,10.12,0.195623,0.265764,0.597375,0.121983,0.852483,16.52,106.95,0.091296,0.139657,2.86,0.00583856,0.43718,0.108247,4098.58,0.00470834,0.000000299381,0.00217036,0.878769,168.93,0.00225926,0.999837,0.999723
2025-11-11,0.57237,0.39106,0.284446,0.00209095,3.05,0.070245,17.61,21.72,975.03,103379,0.176418,3.19,3475.27,4233.24,9.87,0.184244,0.249837,0.592754,0.107385,0.828873,15.76,101.36,0.088781,0.139657,2.71,0.00572484,0.422871,0.106063,4098.43,0.00457907,0.000000291543,0.00205245,0.810669,160.67,0.00227427,0.999897,0.999791
2025-11-12,0.579832,0.39485,0.278891,0.00212892,3.11,0.070035,17.72,21.83,976.45,105023,0.177834,3.11,3577.12,4361.62,10.03,0.185481,0.253849,0.639404,0.111724,0.859913,16.19,103.91,0.089924,0.139657,2.62,0.00579846,0.432057,0.106706,4118.48,0.00470489,0.000000301679,0.00204067,0.842647,160.61,0.00224619,0.999893,0.999801
2025-11-13,0.565387,0.37901,0.267356,0.00209239,2.95,0.067265,17.38,21.41,965.62,103127,0.175397,3,3500.74,4262.6,9.83,0.177919,0.24286,0.613839,0.112464,0.832756,15.72,100.84,0.085947,0.139657,2.57,0.00545738,0.417717,0.102119,4231.3,0.0045078,0.000000289422,0.00197727,0.792276,156.35,0.00224848,0.999917,0.999767
2025-11-14,0.503391,0.350166,0.236947,0.00189452,2.8,0.079573,15.21,18.75,898.07,94711,0.158802,2.81,3083.92,3766.67,8.7,0.154712,0.211775,0.533776,0.092214,0.744538,13.96,94.76,0.079301,0.139657,2.41,0.00507029,0.375978,0.096169,4040.47,0.00409458,0.000000268147,0.00166788,0.716918,136.67,0.00218637,0.999204,0.999746
2025-11-15,0.509427,0.358365,0.245305,0.0023334,2.9,0.071911,15.74,19.4,941.47,96054,0.164156,2.88,3218.82,3926.87,8.78,0.15669,0.212818,0.516142,0.099882,0.769462,14.3,103.5,0.081487,0.139657,2.47,0.00523521,0.396888,0.097388,4092.43,0.00416962,0.000000269071,0.00166105,0.742743,142.86,0.0020792,0.999425,0.99981
2025-11-16,0.493993,0.347942,0.238359,0.0022973,2.8,0.06902,15.42,18.97,930.41,95359,0.160887,2.81,3159.04,3854.89,8.58,0.151301,0.206372,0.507728,0.088279,0.747143,14.02,100.73,0.079446,0.139657,2.46,0.00500433,0.385861,0.095673,4096.8,0.00407763,0.000000261999,0.00165368,0.721133,139.81,0.00210416,0.99955,0.999655
2025-11-17,0.471119,0.338416,0.230977,0.00230233,2.79,0.070162,14.79,18.23,912.42,92947,0.156184,2.73,3066.25,3736.59,8.45,0.147613,0.201422,0.495264,0.094472,0.709667,13.43,93.75,0.076391,0.139657,2.25,0.00484929,0.37169,0.092294,4057.93,0.00390308,0.00000025453,0.00154366,0.680469,132.45,0.00206299,0.999288,0.999705
2025-11-18,0.465588,0.331024,0.234641,0.00226951,2.72,0.066004,14.56,17.89,918.55,91551,0.157432,2.72,3066.92,3714.06,8.67,0.145634,0.19874,0.457814,0.084604,0.71232,13.47,95.23,0.077267,0.139657,2.24,0.00475294,0.376925,0.090951,4057.31,0.00387865,0.000000254694,0.00164379,0.689549,138.55,0.00207472,0.999057,0.999716
2025-11-19,0.464348,0.329402,0.232181,0.00227753,2.74,0.06624,14.28,17.62,915.86,91500,0.157168,2.69,3048.06,3719.06,8.73,0.146185,0.200907,0.461027,0.086826,0.715654,13.28,93.38,0.07568,0.139657,2.26,0.0046724,0.375372,0.090219,4106.65,0.00390858,0.000000253066,0.00164741,0.673921,137.01,0.00207402,0.999577,0.999737
